Ripetute,Stile,Vasche,Distanza,Tempo,Tempo cumulato,Passo medio,Passo migliore,Swolf medio,FC Media,FC max,Totale bracciate,Bracciate medie,Calorie,activity_id
1.7,Stile libero,1,25,0:33.5,3:43.9,2:14,2:14,45,148,150,11,--,--,activity_22211718814
1.8,Rana,1,25,0:36.5,4:20.4,2:26,2:26,49,150,152,12,--,--,activity_22211718814
1.9,Stile libero,1,25,0:32.8,4:53.2,2:11,2:11,44,145,153,11,--,--,activity_22211718814
1.10,Rana,1,25,0:38.3,5:31.5,2:33,2:33,51,138,141,13,--,--,activity_22211718814
,Riposo,0,0,0:09.0,5:40.5,0,0,0,129,134,0,0,1,activity_22211718814
2,Rana,5,125,2:41.9,8:22.4,2:10,1:20,48,136,147,80,16,28,activity_22211718814
2.1,Rana,1,25,0:34.8,0:34.8,2:19,2:19,53,124,130,18,--,--,activity_22211718814
2.2,Rana,1,25,0:42.1,1:16.9,2:48,2:48,63,135,140,21,--,--,activity_22211718814
2.3,Rana,1,25,0:33.4,1:50.2,2:14,2:14,51,140,142,18,--,--,activity_22211718814
2.4,Rana,1,25,0:20,2:10.2,1:20,1:20,26,138,143,6,--,--,activity_22211718814
2.5,Rana,1,25,0:31.7,2:41.9,2:07,2:07,49,143,147,17,--,--,activity_22211718814
,Riposo,0,0,0:17.7,8:40.1,0,0,0,145,147,0,0,4,activity_22211718814
3,Dorso,4,100,2:25.9,11:06,2:26,2:11,49,146,153,50,13,28,activity_22211718814
3.1,Dorso,1,25,0:32.7,0:32.7,2:11,2:11,44,135,140,11,--,--,activity_22211718814
3.2,Dorso,1,25,0:37.4,1:10.1,2:29,2:29,49,147,151,12,--,--,activity_22211718814
3.3,Dorso,1,25,0:36.3,1:46.4,2:25,2:25,49,149,153,13,--,--,activity_22211718814
3.4,Dorso,1,25,0:39.5,2:25.9,2:38,2:38,54,151,153,14,--,--,activity_22211718814
,Riposo,0,0,0:45.7,11:52,0,0,0,137,151,0,0,8,activity_22211718814
4,Rana,1,25,1:04.9,12:57,2:22,2:22,43,141,154,7,7,11,activity_22211718814
4.1,Rana,1,25,0:35.5,0:35.5,2:22,2:22,43,132,143,7,--,--,activity_22211718814
4.2,--,1,--,0:29.4,1:04.9,--,--,--,151,153,--,--,--,activity_22211718814
,Riposo,0,0,0:27.2,13:24,0,0,0,151,156,0,0,6,activity_22211718814
,Riposo,0,0,1:15.7,14:39,0,0,0,144,152,0,0,14,activity_22211718814
,Riposo,0,0,0:29.1,15:09,0,0,0,147,154,0,0,6,activity_22211718814
,Riposo,0,0,2:09.3,17:18,0,0,0,134,148,0,0,20,activity_22211718814
,Riposo,0,0,0:47.5,18:05,0,0,0,115,119,0,0,4,activity_22211718814
5,Misto,2,50,0:59.6,19:05,1:59,1:58,40,129,138,20,10,8,activity_22211718814
5.1,Rana,1,25,0:29.4,0:29.4,1:58,1:58,39,121,135,10,--,--,activity_22211718814
5.2,Stile libero,1,25,0:30.3,0:59.6,2:01,2:01,40,137,138,10,--,--,activity_22211718814
,Riposo,0,0,0:15.0,19:20,0,0,0,132,134,0,0,2,activity_22211718814
6,Rana,2,50,1:00.8,20:21,2:02,2:01,41,127,132,22,11,8,activity_22211718814
6.1,Rana,1,25,0:30.3,0:30.3,2:01,2:01,41,124,128,11,--,--,activity_22211718814
6.2,Rana,1,25,0:30.5,1:00.8,2:02,2:02,42,130,132,11,--,--,activity_22211718814
,Riposo,0,0,0:26.4,20:47,0,0,0,127,132,0,0,3,activity_22211718814
7,Misto,2,50,1:00.2,21:47,2:00,1:58,40,125,132,20,10,7,activity_22211718814
7.1,Stile libero,1,25,0:29.5,0:29.5,1:58,1:58,39,120,127,9,--,--,activity_22211718814
7.2,Rana,1,25,0:30.7,1:00.2,2:03,2:03,42,129,132,11,--,--,activity_22211718814
,Riposo,0,0,0:16.3,22:04,0,0,0,131,132,0,0,2,activity_22211718814
8,Rana,2,50,1:00.7,23:04,2:01,1:58,41,130,135,21,11,8,activity_22211718814
8.1,Rana,1,25,0:29.6,0:29.6,1:58,1:58,40,129,131,10,--,--,activity_22211718814
8.2,Rana,1,25,0:31.0,1:00.7,2:04,2:04,42,131,135,11,--,--,activity_22211718814
,Riposo,0,0,1:35.4,24:40,0,0,0,119,136,0,0,9,activity_22211718814
9,Stile libero,4,100,1:54.9,26:35,1:55,1:50,39,135,154,41,10,17,activity_22211718814
9.1,Stile libero,1,25,0:27.6,0:27.6,1:50,1:50,37,120,134,9,--,--,activity_22211718814
9.2,Stile libero,1,25,0:29.5,0:57.1,1:58,1:58,41,131,134,11,--,--,activity_22211718814
9.3,Stile libero,1,25,0:28.3,1:25.4,1:53,1:53,39,140,147,11,--,--,activity_22211718814
9.4,Stile libero,1,25,0:29.5,1:54.9,1:58,1:58,40,149,154,10,--,--,activity_22211718814
,Riposo,0,0,0:18.0,26:53,0,0,0,145,151,0,0,3,activity_22211718814
10,Stile libero,4,100,2:01.5,28:54,2:02,1:55,42,143,149,46,12,22,activity_22211718814
10.1,Stile libero,1,25,0:28.6,0:28.6,1:55,1:55,39,139,141,10,--,--,activity_22211718814
10.2,Stile libero,1,25,0:31.9,1:00.6,2:08,2:08,44,141,146,12,--,--,activity_22211718814
10.3,Stile libero,1,25,0:30.3,1:30.9,2:01,2:01,42,146,148,12,--,--,activity_22211718814
10.4,Stile libero,1,25,0:30.6,2:01.5,2:02,2:02,43,147,149,12,--,--,activity_22211718814
,Riposo,0,0,0:18.8,29:13,0,0,0,143,146,0,0,3,activity_22211718814
11,Stile libero,4,100,1:58.0,31:11,1:58,1:52,41,145,150,45,11,22,activity_22211718814
11.1,Stile libero,1,25,0:28.1,0:28.1,1:52,1:52,39,140,144,11,--,--,activity_22211718814
11.2,Stile libero,1,25,0:28.9,0:57.0,1:56,1:56,40,145,148,11,--,--,activity_22211718814
11.3,Stile libero,1,25,0:30.3,1:27.2,2:01,2:01,41,148,149,11,--,--,activity_22211718814
11.4,Stile libero,1,25,0:30.8,1:58.0,2:03,2:03,43,146,149,12,--,--,activity_22211718814
,Riposo,0,0,0:21.4,31:32,0,0,0,145,147,0,0,4,activity_22211718814
12,Stile libero,4,100,2:02.4,33:35,2:02,1:58,42,142,147,47,12,20,activity_22211718814
12.1,Stile libero,1,25,0:30.4,0:30.4,2:02,2:02,41,138,140,11,--,--,activity_22211718814
12.2,Stile libero,1,25,0:32.1,1:02.4,2:08,2:08,44,139,143,12,--,--,activity_22211718814
12.3,Stile libero,1,25,0:29.5,1:31.9,1:58,1:58,41,144,146,11,--,--,activity_22211718814
12.4,Stile libero,1,25,0:30.5,2:02.4,2:02,2:02,43,145,147,13,--,--,activity_22211718814
,Riposo,0,0,0:53.0,34:28,0,0,0,135,148,0,0,8,activity_22211718814
13,Stile libero,4,100,2:01.2,36:29,2:01,1:55,42,139,149,47,12,18,activity_22211718814
13.1,Stile libero,1,25,0:28.9,0:28.9,1:55,1:55,41,125,138,12,--,--,activity_22211718814
13.2,Stile libero,1,25,0:29.6,0:58.4,1:58,1:58,41,142,148,11,--,--,activity_22211718814
13.3,Stile libero,1,25,0:31.8,1:30.2,2:07,2:07,44,144,149,12,--,--,activity_22211718814
13.4,Stile libero,1,25,0:31.0,2:01.2,2:04,2:04,43,144,146,12,--,--,activity_22211718814
,Riposo,0,0,0:40.6,37:10,0,0,0,139,147,0,0,6,activity_22211718814
14,Misto,20,500,17:39,54:48,2:35,1:29,51,127,151,241,12,128,activity_22211718814
14.1,Dorso,1,25,0:43.3,0:43.3,2:53,2:53,58,119,133,15,--,--,activity_22211718814
14.2,Dorso,1,25,0:45.7,1:28.9,3:03,3:03,61,123,131,15,--,--,activity_22211718814
14.3,Dorso,1,25,0:50.9,2:19.9,3:24,3:24,67,132,136,16,--,--,activity_22211718814
14.4,Dorso,1,25,0:41.7,3:01.6,2:47,2:47,56,136,140,14,--,--,activity_22211718814
14.5,Dorso,1,25,0:42,3:43.6,2:48,2:48,55,128,138,13,--,--,activity_22211718814
14.6,Rana,1,25,0:40.1,4:23.7,2:41,2:41,51,127,140,11,--,--,activity_22211718814
14.7,Rana,1,25,0:45.1,5:08.7,3:00,3:00,56,134,147,11,--,--,activity_22211718814
14.8,Stile libero,1,25,0:44,5:52.7,2:56,2:56,57,131,147,13,--,--,activity_22211718814
14.9,Rana,1,25,0:48,6:40.7,3:12,3:12,61,131,150,13,--,--,activity_22211718814
14.10,Stile libero,1,25,0:34.8,7:15.6,2:19,2:19,46,143,151,11,--,--,activity_22211718814
14.11,Rana,1,25,0:34.9,7:50.4,2:19,2:19,46,133,138,11,--,--,activity_22211718814
14.12,Rana,1,25,0:50.9,8:41.3,3:24,3:24,64,131,138,13,--,--,activity_22211718814
14.13,Stile libero,1,25,0:33.8,9:15.1,2:15,2:15,45,123,128,11,--,--,activity_22211718814
14.14,Rana,1,25,0:48.6,10:04,3:14,3:14,65,109,111,16,--,--,activity_22211718814
14.15,Stile libero,1,25,0:26.9,10:30,1:48,1:48,36,112,121,9,--,--,activity_22211718814
14.16,Rana,1,25,0:41.5,11:12,2:46,2:46,52,130,138,10,--,--,activity_22211718814
14.17,Stile libero,1,25,0:28.6,11:41,1:54,1:54,40,123,133,11,--,--,activity_22211718814
14.18,Stile libero,1,25,0:24,12:05,1:36,1:36,33,109,117,9,--,--,activity_22211718814
14.19,Stile libero,1,25,0:26.7,12:31,1:47,1:47,37,122,130,10,--,--,activity_22211718814
14.20,Stile libero,1,25,0:22.3,12:54,1:29,1:29,31,129,131,9,--,--,activity_22211718814
14.21,--,1,--,4:45.1,17:39,--,--,--,126,150,--,--,--,activity_22211718814
Riepilogo,--,68,"1,700",54:48,54:48,2:15,1:20,45,133,156,795,12,487,activity_22211718814
1,Misto,9,225,5:36.5,5:36.5,2:29,1:58,50,131,144,112,12,58,activity_22234851951
1.1,Stile libero,1,25,0:35.1,0:35.1,2:20,2:20,45,106,124,10,--,--,activity_22234851951
1.2,Stile libero,1,25,0:29.6,1:04.8,1:58,1:58,40,133,143,10,--,--,activity_22234851951
1.3,Rana,1,25,1:10.4,2:15.1,4:42,4:42,95,138,144,25,--,--,activity_22234851951
1.4,Stile libero,1,25,0:31.6,2:46.7,2:06,2:06,43,136,136,11,--,--,activity_22234851951
1.5,Stile libero,1,25,0:34.3,3:20.9,2:17,2:17,45,132,135,11,--,--,activity_22234851951
1.6,Rana,1,25,0:31.1,3:52.1,2:05,2:05,41,131,133,10,--,--,activity_22234851951
1.7,Stile libero,1,25,0:33.5,4:25.6,2:14,2:14,45,131,133,11,--,--,activity_22234851951
1.8,Rana,1,25,0:31.8,4:57.4,2:07,2:07,43,131,135,11,--,--,activity_22234851951
1.9,Stile libero,1,25,0:39.2,5:36.5,2:37,2:37,52,134,138,13,--,--,activity_22234851951
,Riposo,0,0,0:14.2,5:50.7,0,0,0,133,137,0,0,2,activity_22234851951
2,Misto,9,225,4:56.2,10:47,2:12,1:23,44,142,152,100,11,56,activity_22234851951
2.1,Dorso,1,25,0:34.1,0:34.1,2:16,2:16,46,122,129,12,--,--,activity_22234851951
2.2,Dorso,1,25,0:36.3,1:10.4,2:25,2:25,48,134,138,12,--,--,activity_22234851951
2.3,Dorso,1,25,0:33.8,1:44.2,2:15,2:15,46,144,145,12,--,--,activity_22234851951
2.4,Dorso,1,25,0:38.3,2:22.5,2:33,2:33,51,146,148,13,--,--,activity_22234851951
2.5,Dorso,1,25,0:42.4,3:04.9,2:49,2:49,57,147,149,15,--,--,activity_22234851951
2.6,Dorso,1,25,0:33.3,3:38.2,2:13,2:13,44,147,152,11,--,--,activity_22234851951
2.7,Dorso,1,25,0:31.8,4:10.0,2:07,2:07,43,149,152,11,--,--,activity_22234851951
2.8,Rana,1,25,0:20.9,4:30.9,1:23,1:23,27,145,147,6,--,--,activity_22234851951
2.9,Dorso,1,25,0:25.4,4:56.2,1:41,1:41,33,140,141,8,--,--,activity_22234851951
,Riposo,0,0,0:43.1,11:30,0,0,0,130,142,0,0,7,activity_22234851951
3,Rana,4,100,2:27.4,13:57,2:27,2:09,58,143,157,84,21,27,activity_22234851951
3.1,Rana,1,25,0:32.3,0:32.3,2:09,2:09,51,125,139,19,--,--,activity_22234851951
3.2,Rana,1,25,0:33.7,1:06.0,2:15,2:15,55,147,152,21,--,--,activity_22234851951
3.3,Rana,1,25,0:47.2,1:53.2,3:09,3:09,71,144,153,24,--,--,activity_22234851951
3.4,Rana,1,25,0:34.2,2:27.4,2:17,2:17,54,155,157,20,--,--,activity_22234851951
,Riposo,0,0,0:59.4,14:57,0,0,0,133,156,0,0,9,activity_22234851951
4,Rana,2,50,0:48.6,15:46,1:37,1:23,31,130,145,14,7,6,activity_22234851951
4.1,Rana,1,25,0:27.8,0:27.8,1:51,1:51,36,122,134,8,--,--,activity_22234851951
4.2,Rana,1,25,0:20.8,0:48.6,1:23,1:23,27,138,144,6,--,--,activity_22234851951
,Riposo,0,0,0:18.9,16:04,0,0,0,143,149,0,0,4,activity_22234851951
5,Rana,2,50,0:47.8,16:52,1:36,1:09,30,141,155,13,7,8,activity_22234851951
5.1,Rana,1,25,0:30.6,0:30.6,2:02,2:02,39,138,146,8,--,--,activity_22234851951
5.2,Rana,1,25,0:17.2,0:47.8,1:09,1:09,22,146,155,5,--,--,activity_22234851951
,Riposo,0,0,0:21.0,17:13,0,0,0,153,155,0,0,5,activity_22234851951
6,Misto,2,50,0:49.0,18:02,1:38,1:25,31,147,154,14,7,10,activity_22234851951
6.1,Rana,1,25,0:27.8,0:27.8,1:51,1:51,36,143,151,8,--,--,activity_22234851951
6.2,Stile libero,1,25,0:21.2,0:49.0,1:25,1:25,27,151,154,6,--,--,activity_22234851951
,Riposo,0,0,0:20.4,18:23,0,0,0,153,155,0,0,5,activity_22234851951
7,Misto,2,50,0:51.5,19:14,1:43,1:11,32,145,152,13,7,10,activity_22234851951
7.1,Rana,1,25,0:33.7,0:33.7,2:15,2:15,42,143,149,8,--,--,activity_22234851951
7.2,Stile libero,1,25,0:17.8,0:51.5,1:11,1:11,23,149,152,5,--,--,activity_22234851951
,Riposo,0,0,1:55.2,21:09,0,0,0,125,154,0,0,13,activity_22234851951
8,Misto,40,"1,000",20:55,42:04,2:05,0:41,43,146,163,460,12,225,activity_22234851951
8.1,Stile libero,1,25,0:26.3,0:26.3,1:45,1:45,35,121,135,9,--,--,activity_22234851951
8.2,Stile libero,1,25,0:27.1,0:53.3,1:48,1:48,37,148,160,10,--,--,activity_22234851951
8.3,Stile libero,1,25,0:24.6,1:17.9,1:39,1:39,34,162,163,9,--,--,activity_22234851951
8.4,Dorso,1,25,0:44.3,2:02.2,2:57,2:57,60,155,158,16,--,--,activity_22234851951
8.5,Rana,1,25,0:34.1,2:36.3,2:16,2:16,46,143,153,12,--,--,activity_22234851951
8.6,Rana,1,25,0:14.4,2:50.7,0:58,0:58,18,142,145,4,--,--,activity_22234851951
8.7,Dorso,1,25,0:28.6,3:19.3,1:55,1:55,39,140,145,10,--,--,activity_22234851951
8.8,Stile libero,1,25,0:30.4,3:49.7,2:02,2:02,39,144,148,9,--,--,activity_22234851951
8.9,Stile libero,1,25,0:29.1,4:18.7,1:56,1:56,40,147,150,11,--,--,activity_22234851951
8.10,Stile libero,1,25,0:26.5,4:45.2,1:46,1:46,37,139,142,10,--,--,activity_22234851951
8.11,Dorso,1,25,0:44.6,5:29.9,2:59,2:59,61,149,154,16,--,--,activity_22234851951
8.12,Dorso,1,25,0:38.4,6:08.3,2:34,2:34,51,140,146,13,--,--,activity_22234851951
8.13,Dorso,1,25,0:43.8,6:52.1,2:55,2:55,59,135,140,15,--,--,activity_22234851951
8.14,Stile libero,1,25,0:31.8,7:23.9,2:07,2:07,44,140,146,12,--,--,activity_22234851951
8.15,Stile libero,1,25,0:26.3,7:50.2,1:45,1:45,36,144,146,10,--,--,activity_22234851951
8.16,Stile libero,1,25,0:29.1,8:19.3,1:57,1:57,40,140,142,11,--,--,activity_22234851951
8.17,Dorso,1,25,0:45.8,9:05.1,3:03,3:03,62,148,152,16,--,--,activity_22234851951
8.18,Dorso,1,25,0:12.3,9:17.3,0:49,0:49,16,141,146,4,--,--,activity_22234851951
8.19,Dorso,1,25,0:23.8,9:41.1,1:35,1:35,33,136,140,9,--,--,activity_22234851951
8.20,Dorso,1,25,0:45.8,10:27,3:03,3:03,62,142,143,16,--,--,activity_22234851951
8.21,Stile libero,1,25,0:28.8,10:56,1:55,1:55,40,146,149,11,--,--,activity_22234851951
8.22,Stile libero,1,25,0:26.9,11:23,1:48,1:48,38,149,153,11,--,--,activity_22234851951
8.23,Stile libero,1,25,0:27.3,11:50,1:49,1:49,38,155,157,11,--,--,activity_22234851951
8.24,Dorso,1,25,0:40.8,12:31,2:43,2:43,57,152,157,16,--,--,activity_22234851951
8.25,Dorso,1,25,0:10.2,12:41,0:41,0:41,14,152,154,4,--,--,activity_22234851951
8.26,Dorso,1,25,0:27.5,13:08,1:50,1:50,37,146,147,9,--,--,activity_22234851951
8.27,Dorso,1,25,0:45.9,13:54,3:03,3:03,63,146,148,17,--,--,activity_22234851951
8.28,Stile libero,1,25,0:29.6,14:24,1:58,1:58,41,145,148,11,--,--,activity_22234851951
8.29,Stile libero,1,25,0:27.5,14:51,1:50,1:50,39,151,153,11,--,--,activity_22234851951
8.30,Stile libero,1,25,0:31.8,15:23,2:07,2:07,43,153,156,11,--,--,activity_22234851951
8.31,Dorso,1,25,0:39.1,16:02,2:36,2:36,55,155,158,16,--,--,activity_22234851951
8.32,Dorso,1,25,0:36.8,16:39,2:27,2:27,51,144,150,14,--,--,activity_22234851951
8.33,Dorso,1,25,0:45.2,17:24,3:01,3:01,62,146,148,17,--,--,activity_22234851951
8.34,Stile libero,1,25,0:29.9,17:54,1:59,1:59,40,145,149,10,--,--,activity_22234851951
8.35,Stile libero,1,25,0:27.4,18:21,1:50,1:50,39,151,156,12,--,--,activity_22234851951
8.36,Stile libero,1,25,0:31.6,18:53,2:06,2:06,43,157,158,11,--,--,activity_22234851951
8.37,Dorso,1,25,0:41.6,19:35,2:46,2:46,59,154,157,17,--,--,activity_22234851951
8.38,Dorso,1,25,0:13.8,19:48,0:55,0:55,18,144,151,4,--,--,activity_22234851951
8.39,Dorso,1,25,0:25.8,20:14,1:43,1:43,36,140,143,10,--,--,activity_22234851951
8.40,Dorso,1,25,0:40.7,20:55,2:43,2:43,56,142,145,15,--,--,activity_22234851951
,Riposo,0,0,0:01.0,42:05,0,0,0,143,143,0,0,0,activity_22234851951
,Riposo,0,0,1:41.8,43:47,0,0,0,116,142,0,0,6,activity_22234851951
9,Farfalla,1,25,0:21.1,44:08,1:25,1:25,29,114,125,8,8,1,activity_22234851951
9.1,Farfalla,1,25,0:21.1,0:21.1,1:25,1:25,29,114,124,8,--,--,activity_22234851951
,Riposo,0,0,0:38.3,44:47,0,0,0,132,146,0,0,4,activity_22234851951
10,Stile libero,1,25,0:23.0,45:10,1:32,1:32,31,123,135,8,8,1,activity_22234851951
10.1,Stile libero,1,25,0:23.0,0:23.0,1:32,1:32,31,122,129,8,--,--,activity_22234851951
,Riposo,0,0,0:35.9,45:45,0,0,0,135,146,0,0,5,activity_22234851951
11,Stile libero,1,25,0:22.5,46:08,1:30,1:30,31,125,136,9,9,2,activity_22234851951
11.1,Stile libero,1,25,0:22.5,0:22.5,1:30,1:30,31,124,133,9,--,--,activity_22234851951
,Riposo,0,0,0:36.3,46:44,0,0,0,137,146,0,0,5,activity_22234851951
12,Stile libero,1,25,0:23.9,47:08,1:36,1:36,35,128,138,11,11,2,activity_22234851951
12.1,Stile libero,1,25,0:23.9,0:23.9,1:36,1:36,35,128,136,11,--,--,activity_22234851951
,Riposo,0,0,0:19.0,47:27,0,0,0,142,144,0,0,3,activity_22234851951
13,Misto,10,250,6:51.5,54:19,2:44,1:33,53,126,141,123,12,33,activity_22234851951
13.1,Stile libero,1,25,0:46.8,0:46.8,3:07,3:07,62,131,139,15,--,--,activity_22234851951
13.2,Stile libero,1,25,0:31.1,1:17.9,2:05,2:05,41,130,132,10,--,--,activity_22234851951
13.3,Rana,1,25,0:32,1:49.9,2:08,2:08,42,119,128,10,--,--,activity_22234851951
13.4,Rana,1,25,0:37.1,2:27.1,2:29,2:29,49,120,127,12,--,--,activity_22234851951
13.5,Stile libero,1,25,0:33.4,3:00.5,2:14,2:14,44,129,131,11,--,--,activity_22234851951
13.6,Stile libero,1,25,0:23.3,3:23.8,1:33,1:33,31,131,133,8,--,--,activity_22234851951
13.7,Rana,1,25,0:43.4,4:07.2,2:54,2:54,55,129,133,12,--,--,activity_22234851951
13.8,Stile libero,1,25,0:44.3,4:51.4,2:57,2:57,58,113,118,14,--,--,activity_22234851951
13.9,Rana,1,25,0:41.3,5:32.7,2:45,2:45,60,123,130,19,--,--,activity_22234851951
13.10,Stile libero,1,25,1:18.8,6:51.5,5:15,5:15,91,133,141,12,--,--,activity_22234851951
Riepilogo,--,84,"2,100",54:19,54:19,2:10,0:41,44,138,163,969,12,507,activity_22234851951
1,Misto,14,350,7:53.3,7:53.3,2:10,1:49,43,127,141,148,11,73,activity_22313679826
1.1,Stile libero,1,25,0:36.6,0:36.6,2:26,2:26,47,89,101,10,--,--,activity_22313679826
1.2,Stile libero,1,25,0:29.4,1:06.1,1:58,1:58,39,113,122,10,--,--,activity_22313679826
1.3,Rana,1,25,0:30.3,1:36.4,2:01,2:01,41,121,124,11,--,--,activity_22313679826
1.4,Stile libero,1,25,0:35.9,2:12.3,2:24,2:24,48,122,124,12,--,--,activity_22313679826
1.5,Rana,1,25,0:27.3,2:39.6,1:49,1:49,36,125,133,9,--,--,activity_22313679826
1.6,Stile libero,1,25,0:32.6,3:12.1,2:10,2:10,43,127,132,10,--,--,activity_22313679826
1.7,Stile libero,1,25,0:33.1,3:45.2,2:12,2:12,44,132,133,11,--,--,activity_22313679826
1.8,Rana,1,25,0:32.6,4:17.7,2:10,2:10,44,132,133,11,--,--,activity_22313679826
1.9,Stile libero,1,25,0:32.3,4:50.0,2:09,2:09,42,136,139,10,--,--,activity_22313679826
1.10,Stile libero,1,25,0:31.3,5:21.2,2:05,2:05,42,137,141,11,--,--,activity_22313679826
1.11,Rana,1,25,0:32.1,5:53.3,2:08,2:08,42,138,141,10,--,--,activity_22313679826
1.12,Rana,1,25,0:33.9,6:27.2,2:16,2:16,45,135,137,11,--,--,activity_22313679826
1.13,Stile libero,1,25,0:34.1,7:01.3,2:16,2:16,45,136,137,11,--,--,activity_22313679826
1.14,Stile libero,1,25,0:34.5,7:35.8,2:18,2:18,46,132,135,11,--,--,activity_22313679826
1.15,--,1,--,0:17.5,7:53.3,--,--,--,127,132,--,--,--,activity_22313679826
,Riposo,0,0,0:23.7,8:17.0,0,0,0,115,120,0,0,3,activity_22313679826
2,Misto,6,150,3:59.1,12:16,2:39,2:20,55,138,159,93,16,42,activity_22313679826
2.1,Dorso,1,25,0:40.7,0:40.7,2:43,2:43,54,116,128,13,--,--,activity_22313679826
2.2,Dorso,1,25,0:35,1:15.7,2:20,2:20,48,135,141,13,--,--,activity_22313679826
2.3,Dorso,1,25,0:45.5,2:01.2,3:02,3:02,61,139,144,15,--,--,activity_22313679826
2.4,Rana,1,25,0:35.1,2:36.3,2:20,2:20,47,145,147,12,--,--,activity_22313679826
2.5,Rana,1,25,0:38.7,3:15.0,2:35,2:35,58,139,148,19,--,--,activity_22313679826
2.6,Rana,1,25,0:44.1,3:59.1,2:56,2:56,65,151,159,21,--,--,activity_22313679826
,Riposo,0,0,0:51.4,13:08,0,0,0,129,158,0,0,8,activity_22313679826
3,Rana,2,50,0:51.0,13:59,1:42,1:31,31,131,148,11,6,8,activity_22313679826
3.1,Rana,1,25,0:22.8,0:22.8,1:31,1:31,28,122,125,5,--,--,activity_22313679826
3.2,Rana,1,25,0:28.2,0:51.0,1:53,1:53,34,138,148,6,--,--,activity_22313679826
,Riposo,0,0,0:17.6,14:16,0,0,0,149,152,0,0,4,activity_22313679826
4,Rana,2,50,0:49.2,15:05,1:38,1:29,32,145,158,14,7,9,activity_22313679826
4.1,Rana,1,25,0:27,0:27,1:48,1:48,35,142,146,8,--,--,activity_22313679826
4.2,Rana,1,25,0:22.2,0:49.2,1:29,1:29,28,147,157,6,--,--,activity_22313679826
,Riposo,0,0,0:21.5,15:27,0,0,0,157,159,0,0,5,activity_22313679826
5,Rana,2,50,0:48.6,16:16,1:37,1:26,32,149,157,15,8,10,activity_22313679826
5.1,Rana,1,25,0:27.1,0:27.1,1:48,1:48,36,144,151,9,--,--,activity_22313679826
5.2,Rana,1,25,0:21.5,0:48.6,1:26,1:26,27,154,157,6,--,--,activity_22313679826
,Riposo,0,0,0:21.5,16:37,0,0,0,156,158,0,0,5,activity_22313679826
6,Rana,2,50,0:47.5,17:24,1:35,1:30,31,148,156,14,7,10,activity_22313679826
6.1,Rana,1,25,0:24.9,0:24.9,1:40,1:40,33,147,152,8,--,--,activity_22313679826
6.2,Rana,1,25,0:22.6,0:47.5,1:30,1:30,29,149,155,6,--,--,activity_22313679826
,Riposo,0,0,1:23.4,18:48,0,0,0,135,160,0,0,13,activity_22313679826
7,Rana,2,50,1:02.8,19:51,2:06,1:47,41,127,136,19,10,8,activity_22313679826
7.1,Rana,1,25,0:35.9,0:35.9,2:24,2:24,47,122,136,11,--,--,activity_22313679826
7.2,Rana,1,25,0:26.9,1:02.8,1:47,1:47,35,132,135,8,--,--,activity_22313679826
,Riposo,0,0,0:20.4,20:11,0,0,0,127,132,0,0,3,activity_22313679826
8,Rana,2,50,1:00.4,21:11,2:01,1:59,40,130,140,20,10,8,activity_22313679826
8.1,Rana,1,25,0:30.5,0:30.5,2:02,2:02,42,124,133,11,--,--,activity_22313679826
8.2,Rana,1,25,0:29.9,1:00.4,1:59,1:59,39,135,140,9,--,--,activity_22313679826
,Riposo,0,0,0:15.4,21:27,0,0,0,134,137,0,0,2,activity_22313679826
9,Rana,2,50,0:58.6,22:25,1:57,1:57,39,134,142,19,10,8,activity_22313679826
9.1,Rana,1,25,0:29.5,0:29.5,1:58,1:58,40,131,135,10,--,--,activity_22313679826
9.2,Rana,1,25,0:29.1,0:58.6,1:57,1:57,38,137,142,9,--,--,activity_22313679826
,Riposo,0,0,0:16.8,22:42,0,0,0,138,141,0,0,3,activity_22313679826
10,Rana,2,50,0:56.7,23:39,1:53,1:42,38,139,144,19,10,9,activity_22313679826
10.1,Rana,1,25,0:31.1,0:31.1,2:05,2:05,42,137,143,11,--,--,activity_22313679826
10.2,Rana,1,25,0:25.6,0:56.7,1:42,1:42,34,141,144,8,--,--,activity_22313679826
,Riposo,0,0,1:18.1,24:57,0,0,0,124,141,0,0,9,activity_22313679826
11,Stile libero,4,100,1:54.0,26:51,1:54,1:51,39,142,155,41,10,19,activity_22313679826
11.1,Stile libero,1,25,0:28.2,0:28.2,1:53,1:53,38,123,137,10,--,--,activity_22313679826
11.2,Stile libero,1,25,0:27.8,0:56.0,1:51,1:51,38,142,153,10,--,--,activity_22313679826
11.3,Stile libero,1,25,0:29.5,1:25.5,1:58,1:58,41,151,155,11,--,--,activity_22313679826
11.4,Stile libero,1,25,0:28.5,1:54.0,1:54,1:54,39,150,151,10,--,--,activity_22313679826
,Riposo,0,0,0:20.4,27:11,0,0,0,148,150,0,0,4,activity_22313679826
12,Misto,4,100,1:59.9,29:11,2:00,1:57,41,150,157,44,11,24,activity_22313679826
12.1,Stile libero,1,25,0:29.4,0:29.4,1:58,1:58,39,143,149,10,--,--,activity_22313679826
12.2,Rana,1,25,0:30.2,0:59.6,2:01,2:01,41,150,154,11,--,--,activity_22313679826
12.3,Stile libero,1,25,0:31.1,1:30.6,2:04,2:04,43,151,154,12,--,--,activity_22313679826
