Ripetute,Stile,Vasche,Distanza,Tempo,Tempo cumulato,Passo medio,Passo migliore,Swolf medio,FC Media,FC max,Totale bracciate,Bracciate medie,Calorie,activity_id
1.13,Rana,1,25,0:35.2,7:02.3,2:21,2:21,54,150,152,19,--,--,activity_23054288152
1.14,Rana,1,25,0:34.9,7:37.2,2:20,2:20,55,150,154,20,--,--,activity_23054288152
1.15,Dorso,1,25,0:47.1,8:24.3,3:08,3:08,61,148,154,14,--,--,activity_23054288152
1.16,Dorso,1,25,0:44.4,9:08.7,2:58,2:58,59,145,147,15,--,--,activity_23054288152
1.17,Dorso,1,25,0:32.6,9:41.3,2:11,2:11,46,148,149,13,--,--,activity_23054288152
1.18,Dorso,1,25,0:38.7,10:20,2:35,2:35,52,149,153,13,--,--,activity_23054288152
,Riposo,0,0,0:38.0,10:58,0,0,0,139,152,0,0,7,activity_23054288152
,Riposo,0,0,3:02.1,14:00,0,0,0,140,152,0,0,32,activity_23054288152
,Riposo,0,0,0:38.1,14:38,0,0,0,133,147,0,0,6,activity_23054288152
2,Rana,2,50,0:57.1,15:35,1:54,1:51,37,129,139,17,9,8,activity_23054288152
2.1,Rana,1,25,0:29.4,0:29.4,1:58,1:58,38,123,134,9,--,--,activity_23054288152
2.2,Rana,1,25,0:27.7,0:57.1,1:51,1:51,36,134,139,8,--,--,activity_23054288152
,Riposo,0,0,0:18.0,15:53,0,0,0,135,138,0,0,3,activity_23054288152
3,Rana,2,50,0:57.6,16:51,1:55,1:39,38,134,138,18,9,9,activity_23054288152
3.1,Rana,1,25,0:32.8,0:32.8,2:11,2:11,43,132,137,10,--,--,activity_23054288152
3.2,Rana,1,25,0:24.8,0:57.6,1:39,1:39,33,136,138,8,--,--,activity_23054288152
,Riposo,0,0,0:18.2,17:09,0,0,0,134,138,0,0,3,activity_23054288152
4,Rana,2,50,0:56.3,18:05,1:53,1:48,37,135,139,18,9,9,activity_23054288152
4.1,Rana,1,25,0:29.4,0:29.4,1:58,1:58,39,134,137,10,--,--,activity_23054288152
4.2,Rana,1,25,0:27.0,0:56.3,1:48,1:48,35,137,138,8,--,--,activity_23054288152
,Riposo,0,0,0:19.8,18:25,0,0,0,137,139,0,0,3,activity_23054288152
5,Misto,2,50,0:55.4,19:21,1:51,1:37,37,138,148,18,9,9,activity_23054288152
5.1,Rana,1,25,0:31.1,0:31.1,2:05,2:05,41,133,140,10,--,--,activity_23054288152
5.2,Stile libero,1,25,0:24.3,0:55.4,1:37,1:37,32,143,148,8,--,--,activity_23054288152
,Riposo,0,0,1:10.8,20:31,0,0,0,127,146,0,0,9,activity_23054288152
6,Stile libero,4,100,1:48.8,22:20,1:49,1:45,37,147,158,39,10,19,activity_23054288152
6.1,Stile libero,1,25,0:26.3,0:26.3,1:45,1:45,35,126,138,9,--,--,activity_23054288152
6.2,Stile libero,1,25,0:27.6,0:53.8,1:50,1:50,38,147,155,10,--,--,activity_23054288152
6.3,Stile libero,1,25,0:27,1:20.8,1:48,1:48,37,155,157,10,--,--,activity_23054288152
6.4,Stile libero,1,25,0:28.0,1:48.8,1:52,1:52,38,156,158,10,--,--,activity_23054288152
,Riposo,0,0,0:26.9,22:47,0,0,0,147,155,0,0,5,activity_23054288152
7,Stile libero,4,100,1:55.8,24:43,1:56,1:52,39,150,156,42,11,23,activity_23054288152
7.1,Stile libero,1,25,0:28.1,0:28.1,1:52,1:52,38,141,148,10,--,--,activity_23054288152
7.2,Stile libero,1,25,0:29.1,0:57.2,1:57,1:57,39,151,156,10,--,--,activity_23054288152
7.3,Stile libero,1,25,0:29.8,1:26.9,1:59,1:59,41,155,156,11,--,--,activity_23054288152
7.4,Stile libero,1,25,0:28.9,1:55.8,1:55,1:55,40,153,154,11,--,--,activity_23054288152
,Riposo,0,0,0:30.8,25:14,0,0,0,146,154,0,0,6,activity_23054288152
8,Stile libero,4,100,1:56.4,27:10,1:56,1:54,39,148,153,41,10,22,activity_23054288152
8.1,Stile libero,1,25,0:28.8,0:28.8,1:55,1:55,39,139,149,10,--,--,activity_23054288152
8.2,Stile libero,1,25,0:29,0:57.8,1:56,1:56,39,150,153,10,--,--,activity_23054288152
8.3,Stile libero,1,25,0:30.2,1:28.0,2:01,2:01,41,152,153,11,--,--,activity_23054288152
8.4,Stile libero,1,25,0:28.4,1:56.4,1:54,1:54,38,151,152,10,--,--,activity_23054288152
,Riposo,0,0,0:20.6,27:31,0,0,0,149,153,0,0,4,activity_23054288152
9,Stile libero,4,100,1:54.9,29:26,1:55,1:51,39,147,155,43,11,21,activity_23054288152
9.1,Stile libero,1,25,0:28.6,0:28.6,1:55,1:55,40,139,143,11,--,--,activity_23054288152
9.2,Stile libero,1,25,0:29.4,0:58,1:58,1:58,40,145,150,11,--,--,activity_23054288152
9.3,Stile libero,1,25,0:29.1,1:27.1,1:57,1:57,40,151,154,11,--,--,activity_23054288152
9.4,Stile libero,1,25,0:27.8,1:54.9,1:51,1:51,38,154,155,10,--,--,activity_23054288152
,Riposo,0,0,0:22.2,29:48,0,0,0,151,156,0,0,4,activity_23054288152
10,Stile libero,4,100,1:53.1,31:41,1:53,1:46,39,150,156,43,11,23,activity_23054288152
10.1,Stile libero,1,25,0:28.8,0:28.8,1:55,1:55,41,144,148,12,--,--,activity_23054288152
10.2,Stile libero,1,25,0:30.1,0:58.8,2:00,2:00,41,151,153,11,--,--,activity_23054288152
10.3,Stile libero,1,25,0:27.7,1:26.5,1:51,1:51,38,152,153,10,--,--,activity_23054288152
10.4,Stile libero,1,25,0:26.6,1:53.1,1:46,1:46,37,154,156,10,--,--,activity_23054288152
,Riposo,0,0,0:26.0,32:07,0,0,0,151,156,0,0,5,activity_23054288152
11,Stile libero,4,100,1:55.2,34:02,1:55,1:53,40,151,156,44,11,23,activity_23054288152
11.1,Stile libero,1,25,0:28.7,0:28.7,1:55,1:55,40,146,147,11,--,--,activity_23054288152
11.2,Stile libero,1,25,0:29.6,0:58.3,1:58,1:58,41,150,153,11,--,--,activity_23054288152
11.3,Stile libero,1,25,0:28.2,1:26.5,1:53,1:53,38,153,154,10,--,--,activity_23054288152
11.4,Stile libero,1,25,0:28.7,1:55.2,1:55,1:55,41,155,156,12,--,--,activity_23054288152
,Riposo,0,0,1:14.1,35:16,0,0,0,131,156,0,0,9,activity_23054288152
12,Misto,4,100,2:27.5,37:44,2:27,1:50,51,141,155,58,15,21,activity_23054288152
12.1,Dorso,1,25,0:40.6,0:40.6,2:42,2:42,56,123,137,15,--,--,activity_23054288152
12.2,Dorso,1,25,0:37.6,1:18.1,2:30,2:30,52,140,147,14,--,--,activity_23054288152
12.3,Dorso,1,25,0:41.8,1:59.9,2:47,2:47,59,150,152,17,--,--,activity_23054288152
12.4,Farfalla,1,25,0:27.6,2:27.5,1:50,1:50,40,152,155,12,--,--,activity_23054288152
,Riposo,0,0,2:40.3,40:24,0,0,0,143,155,0,0,25,activity_23054288152
13,Misto,11,275,7:27.3,47:51,2:43,1:44,56,136,147,164,15,55,activity_23054288152
13.1,Dorso,1,25,0:33.3,0:33.3,2:13,2:13,45,136,146,12,--,--,activity_23054288152
13.2,Rana,1,25,0:58.9,1:32.2,3:56,3:56,75,134,146,16,--,--,activity_23054288152
13.3,Stile libero,1,25,0:42.2,2:14.4,2:49,2:49,56,135,139,14,--,--,activity_23054288152
13.4,Stile libero,1,25,0:41.9,2:56.4,2:48,2:48,54,131,135,12,--,--,activity_23054288152
13.5,Stile libero,1,25,0:26,3:22.4,1:44,1:44,35,135,137,9,--,--,activity_23054288152
13.6,Rana,1,25,0:33.9,3:56.3,2:16,2:16,52,123,130,18,--,--,activity_23054288152
13.7,Rana,1,25,0:39.2,4:35.5,2:37,2:37,59,137,141,20,--,--,activity_23054288152
13.8,Dorso,1,25,0:36.9,5:12.4,2:28,2:28,50,144,147,13,--,--,activity_23054288152
13.9,Rana,1,25,0:40.5,5:52.9,2:42,2:42,62,144,147,21,--,--,activity_23054288152
13.10,Rana,1,25,0:46.4,6:39.4,3:06,3:06,62,141,147,16,--,--,activity_23054288152
13.11,Stile libero,1,25,0:47.9,7:27.3,3:12,3:12,61,136,139,13,--,--,activity_23054288152
Riepilogo,--,65,"1,625",47:51,47:51,2:11,1:37,45,140,158,776,12,473,activity_23054288152
,Riposo,0,0,0:08.7,0:08.7,0,0,0,85,90,0,0,1,activity_23136857346
1,Stile libero,10,250,5:09.8,5:18.5,2:04,1:40,42,121,133,113,11,47,activity_23136857346
1.1,Stile libero,1,25,0:29.3,0:29.3,1:57,1:57,40,96,119,11,--,--,activity_23136857346
1.2,Stile libero,1,25,0:31.1,1:00.4,2:05,2:05,42,126,130,11,--,--,activity_23136857346
1.3,Stile libero,1,25,0:31.5,1:31.9,2:06,2:06,45,121,128,13,--,--,activity_23136857346
1.4,Stile libero,1,25,0:26.6,1:58.6,1:46,1:46,37,117,118,10,--,--,activity_23136857346
1.5,Stile libero,1,25,0:33,2:31.6,2:12,2:12,43,123,126,10,--,--,activity_23136857346
1.6,Stile libero,1,25,0:34.8,3:06.3,2:19,2:19,48,126,128,13,--,--,activity_23136857346
1.7,Stile libero,1,25,0:33.1,3:39.4,2:12,2:12,45,119,127,12,--,--,activity_23136857346
1.8,Stile libero,1,25,0:32.2,4:11.6,2:09,2:09,43,114,119,11,--,--,activity_23136857346
1.9,Stile libero,1,25,0:33.3,4:44.9,2:13,2:13,46,117,123,13,--,--,activity_23136857346
1.10,Stile libero,1,25,0:24.9,5:09.8,1:40,1:40,34,129,133,9,--,--,activity_23136857346
,Riposo,0,0,0:18.6,5:37.1,0,0,0,123,125,0,0,1,activity_23136857346
,Riposo,0,0,0:12.5,5:49.6,0,0,0,113,119,0,0,3,activity_23136857346
2,Dorso,2,50,1:00.1,6:49.7,2:00,1:36,45,114,116,30,15,8,activity_23136857346
2.1,Dorso,1,25,0:36.1,0:36.1,2:24,2:24,52,112,116,16,--,--,activity_23136857346
2.2,Dorso,1,25,0:24.1,1:00.1,1:36,1:36,38,114,116,14,--,--,activity_23136857346
,Riposo,0,0,0:14.8,7:04.5,0,0,0,115,116,0,0,1,activity_23136857346
,Riposo,0,0,0:06.9,7:11.4,0,0,0,126,140,0,0,3,activity_23136857346
3,Dorso,2,50,1:07,8:18.4,2:14,2:08,48,144,155,28,14,12,activity_23136857346
3.1,Dorso,1,25,0:34.9,0:34.9,2:20,2:20,49,134,142,14,--,--,activity_23136857346
3.2,Dorso,1,25,0:32.1,1:07,2:08,2:08,46,146,150,14,--,--,activity_23136857346
,Riposo,0,0,0:07.8,8:26.1,0,0,0,154,155,0,0,1,activity_23136857346
,Riposo,0,0,0:16.7,8:42.9,0,0,0,148,154,0,0,4,activity_23136857346
4,Rana,2,50,1:02.7,9:45.6,2:05,1:46,50,146,154,37,19,16,activity_23136857346
4.1,Rana,1,25,0:36.3,0:36.3,2:25,2:25,56,141,149,20,--,--,activity_23136857346
4.2,Rana,1,25,0:26.4,1:02.7,1:46,1:46,43,149,151,17,--,--,activity_23136857346
,Riposo,0,0,0:18.1,10:04,0,0,0,146,152,0,0,3,activity_23136857346
5,Rana,2,50,1:06.2,11:10,2:12,2:05,54,149,158,41,21,15,activity_23136857346
5.1,Rana,1,25,0:34.8,0:34.8,2:19,2:19,56,145,149,21,--,--,activity_23136857346
5.2,Rana,1,25,0:31.4,1:06.2,2:05,2:05,51,148,151,20,--,--,activity_23136857346
,Riposo,0,0,0:39.6,11:49,0,0,0,139,154,0,0,7,activity_23136857346
6,Misto,2,50,1:12.5,13:02,2:25,2:09,46,134,137,19,10,12,activity_23136857346
6.1,Stile libero,1,25,0:32.2,0:32.2,2:09,2:09,41,133,134,9,--,--,activity_23136857346
6.2,Rana,1,25,0:40.3,1:12.5,2:41,2:41,50,135,137,10,--,--,activity_23136857346
,Riposo,0,0,0:20.2,13:22,0,0,0,127,130,0,0,4,activity_23136857346
7,Rana,2,50,0:43.5,14:06,1:27,1:17,29,137,142,14,7,8,activity_23136857346
7.1,Rana,1,25,0:24.4,0:24.4,1:37,1:37,33,129,134,9,--,--,activity_23136857346
7.2,Rana,1,25,0:19.1,0:43.5,1:17,1:17,24,136,141,5,--,--,activity_23136857346
,Riposo,0,0,0:25.7,14:31,0,0,0,137,141,0,0,2,activity_23136857346
,Riposo,0,0,0:08.0,14:39,0,0,0,129,132,0,0,3,activity_23136857346
8,Rana,1,25,0:38.7,15:18,2:35,2:35,49,141,150,10,10,8,activity_23136857346
8.1,Rana,1,25,0:38.7,0:38.7,2:35,2:35,49,133,142,10,--,--,activity_23136857346
,Riposo,0,0,0:27.6,15:46,0,0,0,146,148,0,0,2,activity_23136857346
,Riposo,0,0,0:26.2,16:12,0,0,0,129,145,0,0,6,activity_23136857346
9,Rana,1,25,0:44.1,16:56,2:56,2:56,58,139,144,14,14,5,activity_23136857346
9.1,Rana,1,25,0:44.1,0:44.1,2:56,2:56,58,136,144,14,--,--,activity_23136857346
,Riposo,0,0,0:33.6,17:30,0,0,0,133,144,0,0,8,activity_23136857346
10,Rana,1,25,0:18,17:48,1:12,1:12,22,136,136,4,4,2,activity_23136857346
10.1,Rana,1,25,0:18,0:18,1:12,1:12,22,130,136,4,--,--,activity_23136857346
,Riposo,0,0,0:09.8,17:57,0,0,0,141,146,0,0,3,activity_23136857346
11,Rana,1,25,0:23.1,18:20,1:33,1:33,30,150,151,7,7,4,activity_23136857346
11.1,Rana,1,25,0:23.1,0:23.1,1:33,1:33,30,145,151,7,--,--,activity_23136857346
,Riposo,0,0,1:11.3,19:32,0,0,0,123,145,0,0,9,activity_23136857346
12,Misto,4,100,1:59.0,21:31,1:59,1:54,41,144,152,46,12,23,activity_23136857346
12.1,Rana,1,25,0:29.1,0:29.1,1:57,1:57,43,124,140,14,--,--,activity_23136857346
12.2,Stile libero,1,25,0:28.4,0:57.5,1:54,1:54,37,144,151,9,--,--,activity_23136857346
12.3,Stile libero,1,25,0:29.6,1:27.1,1:58,1:58,41,148,152,11,--,--,activity_23136857346
12.4,Stile libero,1,25,0:31.9,1:59.0,2:08,2:08,44,149,151,12,--,--,activity_23136857346
,Riposo,0,0,0:15,21:46,0,0,0,137,141,0,0,3,activity_23136857346
13,Misto,8,200,4:20.4,26:06,2:10,1:56,45,146,151,96,12,52,activity_23136857346
13.1,Dorso,1,25,0:31.3,0:31.3,2:05,2:05,42,140,143,11,--,--,activity_23136857346
13.2,Dorso,1,25,0:32.5,1:03.8,2:10,2:10,45,144,148,12,--,--,activity_23136857346
13.3,Stile libero,1,25,0:31,1:34.8,2:04,2:04,43,147,148,12,--,--,activity_23136857346
13.4,Stile libero,1,25,0:29.9,2:04.7,2:00,2:00,42,148,151,12,--,--,activity_23136857346
13.5,Stile libero,1,25,0:30,2:34.7,2:00,2:00,43,148,150,13,--,--,activity_23136857346
13.6,Stile libero,1,25,0:29,3:03.7,1:56,1:56,41,148,149,12,--,--,activity_23136857346
13.7,Stile libero,1,25,0:33.2,3:36.9,2:13,2:13,45,147,149,12,--,--,activity_23136857346
13.8,Stile libero,1,25,0:43.5,4:20.4,2:54,2:54,56,147,150,12,--,--,activity_23136857346
,Riposo,0,0,0:19.6,26:26,0,0,0,126,132,0,0,1,activity_23136857346
14,Stile libero,8,200,4:11.8,30:38,2:06,1:54,43,143,155,96,12,47,activity_23136857346
14.1,Stile libero,1,25,0:33.9,0:33.9,2:16,2:16,45,129,135,11,--,--,activity_23136857346
14.2,Stile libero,1,25,0:29.8,1:03.7,1:59,1:59,42,137,141,12,--,--,activity_23136857346
14.3,Stile libero,1,25,0:33.3,1:37.0,2:13,2:13,45,141,142,12,--,--,activity_23136857346
14.4,Stile libero,1,25,0:30.9,2:07.9,2:03,2:03,43,144,147,12,--,--,activity_23136857346
14.5,Stile libero,1,25,0:30.8,2:38.6,2:03,2:03,44,147,148,13,--,--,activity_23136857346
14.6,Stile libero,1,25,0:33.5,3:12.1,2:14,2:14,47,146,151,13,--,--,activity_23136857346
14.7,Stile libero,1,25,0:28.5,3:40.6,1:54,1:54,40,152,154,11,--,--,activity_23136857346
14.8,Stile libero,1,25,0:31.2,4:11.8,2:05,2:05,43,153,155,12,--,--,activity_23136857346
,Riposo,0,0,0:34.6,31:12,0,0,0,142,151,0,0,6,activity_23136857346
15,Stile libero,4,100,1:54.9,33:07,1:55,1:50,40,143,153,47,12,20,activity_23136857346
15.1,Stile libero,1,25,0:30.3,0:30.3,2:01,2:01,42,131,141,12,--,--,activity_23136857346
15.2,Stile libero,1,25,0:28.1,0:58.4,1:52,1:52,40,144,147,12,--,--,activity_23136857346
15.3,Stile libero,1,25,0:28.9,1:27.3,1:55,1:55,41,146,149,12,--,--,activity_23136857346
15.4,Stile libero,1,25,0:27.6,1:54.9,1:50,1:50,39,150,153,11,--,--,activity_23136857346
,Riposo,0,0,1:21.0,34:28,0,0,0,128,153,0,0,10,activity_23136857346
16,Stile libero,2,50,0:54.7,35:23,1:49,1:44,38,126,148,21,11,5,activity_23136857346
16.1,Stile libero,1,25,0:28.6,0:28.6,1:55,1:55,39,117,127,10,--,--,activity_23136857346
16.2,Stile libero,1,25,0:26.1,0:54.7,1:44,1:44,37,134,146,11,--,--,activity_23136857346
,Riposo,0,0,0:26.6,35:49,0,0,0,140,149,0,0,5,activity_23136857346
17,Stile libero,2,50,0:56.7,36:46,1:54,1:45,40,134,147,24,12,7,activity_23136857346
17.1,Stile libero,1,25,0:30.4,0:30.4,2:02,2:02,42,127,137,12,--,--,activity_23136857346
17.2,Stile libero,1,25,0:26.3,0:56.7,1:45,1:45,38,140,146,12,--,--,activity_23136857346
,Riposo,0,0,0:31.7,37:18,0,0,0,139,150,0,0,5,activity_23136857346
18,Stile libero,2,50,0:53.9,38:12,1:48,1:42,38,136,149,23,12,8,activity_23136857346
18.1,Stile libero,1,25,0:28.3,0:28.3,1:53,1:53,40,128,140,12,--,--,activity_23136857346
18.2,Stile libero,1,25,0:25.6,0:53.9,1:42,1:42,37,143,147,11,--,--,activity_23136857346
,Riposo,0,0,0:38.3,38:50,0,0,0,143,153,0,0,7,activity_23136857346
19,Stile libero,2,50,0:50.1,39:40,1:40,1:31,37,146,156,23,12,9,activity_23136857346
19.1,Stile libero,1,25,0:27.4,0:27.4,1:50,1:50,39,137,153,12,--,--,activity_23136857346
19.2,Stile libero,1,25,0:22.7,0:50.1,1:31,1:31,34,155,156,11,--,--,activity_23136857346
,Riposo,0,0,0:39.3,40:19,0,0,0,140,159,0,0,9,activity_23136857346
20,Dorso,1,25,0:43.3,41:03,2:53,2:53,58,136,142,15,15,5,activity_23136857346
20.1,Dorso,1,25,0:43.3,0:43.3,2:53,2:53,58,129,142,15,--,--,activity_23136857346
,Riposo,0,0,0:10.8,41:13,0,0,0,129,133,0,0,2,activity_23136857346
21,Dorso,1,25,0:28.9,41:42,1:56,1:56,40,142,149,11,11,5,activity_23136857346
21.1,Dorso,1,25,0:28.9,0:28.9,1:56,1:56,40,134,143,11,--,--,activity_23136857346
,Riposo,0,0,0:23.3,42:06,0,0,0,135,149,0,0,3,activity_23136857346
22,Stile libero,2,50,1:03.4,43:09,2:07,2:03,44,134,138,24,12,8,activity_23136857346
22.1,Stile libero,1,25,0:32.6,0:32.6,2:11,2:11,46,132,136,13,--,--,activity_23136857346
22.2,Stile libero,1,25,0:30.8,1:03.4,2:03,2:03,42,133,136,11,--,--,activity_23136857346
,Riposo,0,0,0:27.6,43:37,0,0,0,120,131,0,0,2,activity_23136857346
23,Stile libero,4,100,2:08.8,45:45,2:09,2:03,44,131,138,48,12,15,activity_23136857346
23.1,Stile libero,1,25,0:31.6,0:31.6,2:06,2:06,45,120,128,13,--,--,activity_23136857346
23.2,Stile libero,1,25,0:31.8,1:03.4,2:07,2:07,43,131,134,11,--,--,activity_23136857346
23.3,Stile libero,1,25,0:34.6,1:38,2:19,2:19,47,135,138,12,--,--,activity_23136857346
23.4,Stile libero,1,25,0:30.8,2:08.8,2:03,2:03,43,132,134,12,--,--,activity_23136857346
,Riposo,0,0,0:56.8,46:42,0,0,0,115,123,0,0,3,activity_23136857346
24,Stile libero,3,75,1:48.1,48:30,2:24,1:50,48,131,139,37,12,12,activity_23136857346
24.1,Stile libero,1,25,0:27.5,0:27.5,1:50,1:50,40,120,132,12,--,--,activity_23136857346
24.2,Stile libero,1,25,0:35.3,1:02.8,2:21,2:21,47,132,139,12,--,--,activity_23136857346
24.3,Stile libero,1,25,0:45.3,1:48.1,3:01,3:01,58,133,138,13,--,--,activity_23136857346
,Riposo,0,0,1:03.9,49:34,0,0,0,110,122,0,0,3,activity_23136857346
25,Stile libero,3,75,1:26.2,51:00,1:55,1:46,40,134,145,33,11,10,activity_23136857346
25.1,Stile libero,1,25,0:29.6,0:29.6,1:58,1:58,40,117,128,10,--,--,activity_23136857346
25.2,Stile libero,1,25,0:30.1,0:59.8,2:00,2:00,41,133,145,11,--,--,activity_23136857346
25.3,Stile libero,1,25,0:26.4,1:26.2,1:46,1:46,38,141,143,12,--,--,activity_23136857346
,Riposo,0,0,0:05.6,51:06,0,0,0,138,138,0,0,0,activity_23136857346
Riepilogo,--,72,"1,800",51:06,51:06,2:04,1:12,43,134,159,861,12,483,activity_23136857346
1,Misto,9,225,5:28.6,5:28.6,2:26,2:02,49,119,133,114,13,48,activity_23302772273
1.1,Stile libero,1,25,0:35.6,0:35.6,2:22,2:22,48,98,114,12,--,--,activity_23302772273
1.2,Stile libero,1,25,1:03.9,1:39.6,4:16,4:16,86,112,116,22,--,--,activity_23302772273
1.3,Stile libero,1,25,0:34.1,2:13.7,2:16,2:16,46,126,133,12,--,--,activity_23302772273
1.4,Rana,1,25,0:32.8,2:46.4,2:11,2:11,43,122,126,10,--,--,activity_23302772273
1.5,Rana,1,25,0:32.1,3:18.5,2:08,2:08,44,124,126,12,--,--,activity_23302772273
1.6,Stile libero,1,25,0:30.4,3:48.9,2:02,2:02,41,126,130,11,--,--,activity_23302772273
1.7,Stile libero,1,25,0:34.1,4:22.9,2:16,2:16,46,126,131,12,--,--,activity_23302772273
1.8,Stile libero,1,25,0:32.8,4:55.7,2:11,2:11,44,123,125,11,--,--,activity_23302772273
1.9,Stile libero,1,25,0:32.9,5:28.6,2:11,2:11,45,121,127,12,--,--,activity_23302772273
,Riposo,0,0,0:26.6,5:55.2,0,0,0,114,120,0,0,4,activity_23302772273
2,Misto,7,175,4:32.8,10:28,2:35,2:15,57,140,169,125,18,51,activity_23302772273
2.1,Stile libero,1,25,0:37.1,0:37.1,2:28,2:28,51,115,122,14,--,--,activity_23302772273
2.2,Rana,1,25,0:33.7,1:10.7,2:15,2:15,53,130,136,19,--,--,activity_23302772273
2.3,Rana,1,25,0:35.4,1:46.2,2:22,2:22,55,136,140,20,--,--,activity_23302772273
2.4,Rana,1,25,0:36.5,2:22.7,2:26,2:26,57,148,156,20,--,--,activity_23302772273
2.5,Rana,1,25,0:49.7,3:12.4,3:19,3:19,73,161,169,23,--,--,activity_23302772273
2.6,Dorso,1,25,0:42.7,3:55.1,2:51,2:51,58,137,150,15,--,--,activity_23302772273
2.7,Dorso,1,25,0:35.8,4:30.8,2:23,2:23,50,133,144,14,--,--,activity_23302772273
2.8,--,1,--,0:01.9,4:32.8,--,--,--,--,--,--,--,--,activity_23302772273
,Riposo,0,0,0:15.3,10:43,0,0,0,133,138,0,0,3,activity_23302772273
3,Dorso,1,25,0:32.9,11:16,2:12,2:12,46,138,145,13,13,6,activity_23302772273
3.1,Dorso,1,25,0:32.9,0:32.9,2:12,2:12,46,133,141,13,--,--,activity_23302772273
,Riposo,0,0,0:28.2,11:44,0,0,0,131,136,0,0,5,activity_23302772273
4,Rana,2,50,1:01.4,12:46,2:03,2:00,41,131,137,21,11,10,activity_23302772273
4.1,Rana,1,25,0:31.4,0:31.4,2:05,2:05,42,131,137,11,--,--,activity_23302772273
4.2,Rana,1,25,0:30.1,1:01.4,2:00,2:00,40,132,135,10,--,--,activity_23302772273
,Riposo,0,0,0:48.6,13:34,0,0,0,115,123,0,0,4,activity_23302772273
,Riposo,0,0,0:28,14:02,0,0,0,110,115,0,0,3,activity_23302772273
5,Rana,1,25,0:32.3,14:35,2:09,2:09,44,111,116,12,12,2,activity_23302772273
5.1,Rana,1,25,0:32.3,0:32.3,2:09,2:09,44,111,114,12,--,--,activity_23302772273
,Riposo,0,0,0:38.0,15:13,0,0,0,127,144,0,0,5,activity_23302772273
,Riposo,0,0,0:35.1,15:48,0,0,0,125,128,0,0,6,activity_23302772273
6,Rana,1,25,0:13.8,16:02,0:55,0:55,21,126,126,7,7,8,activity_23302772273
6.1,Rana,1,25,0:13.8,0:13.8,0:55,0:55,21,126,126,7,--,--,activity_23302772273
,Riposo,0,0,0:22.9,16:24,0,0,0,131,143,0,0,4,activity_23302772273
,Riposo,0,0,36:24:32,36:40:56,0,0,0,134,137,0,0,1,activity_23302772273
7,Sconosciuto,0,0,0:07.0,36:41:03,0,0,0,134,137,0,0,0,activity_23302772273
7.1,--,1,--,36:24:32,36:24:32,--,--,--,132,157,--,--,--,activity_23302772273
7.2,--,1,--,0:07.0,36:24:39,--,--,--,136,137,--,--,--,activity_23302772273
8,Rana,2,50,0:57.6,36:42:01,1:55,1:51,37,130,139,16,8,9,activity_23302772273
8.1,Rana,1,25,0:29.8,0:29.8,1:59,1:59,37,126,130,7,--,--,activity_23302772273
8.2,Rana,1,25,0:27.8,0:57.6,1:51,1:51,37,133,139,9,--,--,activity_23302772273
,Riposo,0,0,0:29.6,36:42:31,0,0,0,140,146,0,0,6,activity_23302772273
,Riposo,0,0,0:02.5,36:42:33,0,0,0,126,128,0,0,2,activity_23302772273
9,Rana,1,25,0:49.7,36:43:23,3:19,3:19,64,127,133,14,14,5,activity_23302772273
9.1,Rana,1,25,0:49.7,0:49.7,3:19,3:19,64,126,132,14,--,--,activity_23302772273
,Riposo,0,0,1:14.0,36:44:37,0,0,0,126,144,0,0,10,activity_23302772273
10,Rana,1,25,0:26.8,36:45:04,1:47,1:47,35,117,125,8,8,4,activity_23302772273
10.1,Rana,1,25,0:26.8,0:26.8,1:47,1:47,35,114,124,8,--,--,activity_23302772273
,Riposo,0,0,0:25.6,36:45:29,0,0,0,127,129,0,0,2,activity_23302772273
,Riposo,0,0,0:09.8,36:45:39,0,0,0,130,130,0,6,1,activity_23302772273
,Riposo,0,0,0:17.4,36:45:56,0,0,0,125,129,0,0,2,activity_23302772273
,Riposo,0,0,0:03.1,36:45:59,0,0,0,119,121,0,0,2,activity_23302772273
11,Rana,1,25,0:20.3,36:46:20,1:21,1:21,26,127,131,6,6,3,activity_23302772273
11.1,Rana,1,25,0:20.3,0:20.3,1:21,1:21,26,120,125,6,--,--,activity_23302772273
,Riposo,0,0,0:18.3,36:46:38,0,0,0,115,121,0,0,1,activity_23302772273
12,Stile libero,1,25,0:25.2,36:47:03,1:41,1:41,33,112,119,8,8,1,activity_23302772273
12.1,Stile libero,1,25,0:25.2,0:25.2,1:41,1:41,33,113,121,8,--,--,activity_23302772273
,Riposo,0,0,0:31.7,36:47:35,0,0,0,116,123,0,0,4,activity_23302772273
13,Rana,2,50,0:48.7,36:48:24,1:37,1:29,34,126,134,19,10,7,activity_23302772273
13.1,Rana,1,25,0:26.4,0:26.4,1:45,1:45,37,118,124,11,--,--,activity_23302772273
13.2,Rana,1,25,0:22.3,0:48.7,1:29,1:29,30,123,124,8,--,--,activity_23302772273
,Riposo,0,0,0:27.7,36:48:51,0,0,0,127,129,0,0,2,activity_23302772273
14,Misto,2,50,1:03.1,36:49:54,2:06,2:01,41,125,132,19,10,8,activity_23302772273
14.1,Stile libero,1,25,0:32.8,0:32.8,2:11,2:11,43,123,130,10,--,--,activity_23302772273
14.2,Rana,1,25,0:30.3,1:03.1,2:01,2:01,39,126,131,9,--,--,activity_23302772273
